Age,Age_Group,Gender,Religion,Physical_Condition,Mental_Condition,Banned_Categories,Allowed_Categories
26,young adults,male,Christianity,healthy,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
62,young elderly,male,None,healthy,natural disasters,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']"
33,young adults,male,Islam,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
14,adolescents,female,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
82,elderly,male,Buddhism,visual impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate']"
18,adolescents,female,Buddhism,visual impairment,war,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']"
56,middle-aged,female,Christianity,healthy,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
34,young adults,female,Buddhism,intellectual disability,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
26,young adults,female,Islam,visual impairment,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
56,middle-aged,male,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
33,young adults,male,Islam,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
16,adolescents,male,None,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']"
11,children,male,None,healthy,natural disasters,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
54,middle-aged,male,Buddhism,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
32,young adults,female,Islam,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']"
60,young elderly,female,None,visual impairment,natural disasters,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']"
25,young adults,male,Islam,healthy,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
66,young elderly,female,Islam,healthy,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
26,young adults,female,Christianity,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
31,young adults,male,None,healthy,depression,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']"
30,young adults,male,Islam,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
52,middle-aged,male,None,healthy,major accidents,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']"
14,adolescents,female,Buddhism,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
49,middle-aged,male,Christianity,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
76,elderly,female,Christianity,visual impairment,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
12,children,male,Buddhism,visual impairment,healthy,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
40,middle-aged,male,None,intellectual disability,healthy,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
17,adolescents,female,Buddhism,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
70,young elderly,male,Buddhism,healthy,natural disasters,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
17,adolescents,female,Islam,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
6,children,male,None,healthy,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
16,adolescents,male,Christianity,intellectual disability,natural disasters,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
46,middle-aged,male,Islam,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
33,young adults,female,Islam,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
38,middle-aged,male,Christianity,visual impairment,war,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']"
12,children,female,Christianity,healthy,healthy,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
23,young adults,male,None,healthy,depression,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']"
24,young adults,female,Islam,hearing impairment,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
13,adolescents,female,Buddhism,hearing impairment,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
71,young elderly,female,Buddhism,visual impairment,war,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
19,adolescents,female,Christianity,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
40,middle-aged,female,Buddhism,intellectual disability,anxiety,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
7,children,male,None,healthy,major accidents,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
49,middle-aged,female,Christianity,visual impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
13,adolescents,female,Christianity,visual impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
58,middle-aged,female,None,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']"
9,children,male,Christianity,intellectual disability,natural disasters,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
27,young adults,female,None,hearing impairment,war,"['Propaganda', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Sexuality', 'Shocking']"
51,middle-aged,male,None,intellectual disability,anxiety,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']"
70,young elderly,female,None,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Shocking', 'Violence']","['Hate', 'Self-Harm', 'Sexuality']"
15,adolescents,male,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
17,adolescents,female,Buddhism,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
29,young adults,male,None,intellectual disability,healthy,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
43,middle-aged,male,Islam,intellectual disability,major accidents,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
48,middle-aged,female,Christianity,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
19,adolescents,female,Christianity,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
15,adolescents,female,Islam,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
27,young adults,female,Christianity,hearing impairment,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
68,young elderly,male,Christianity,healthy,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
7,children,male,None,hearing impairment,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
33,young adults,female,None,healthy,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
23,young adults,male,Christianity,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
30,young adults,female,Islam,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
21,young adults,female,Buddhism,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
9,children,male,None,healthy,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
26,young adults,female,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
53,middle-aged,male,Christianity,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
18,adolescents,male,Buddhism,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
14,adolescents,female,None,visual impairment,healthy,['Sexuality'],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']"
42,middle-aged,male,None,healthy,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
47,middle-aged,female,None,intellectual disability,healthy,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
61,young elderly,male,Christianity,healthy,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
13,adolescents,male,Christianity,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
14,adolescents,female,Islam,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
64,young elderly,male,None,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']","['Hate', 'Sexuality']"
8,children,male,None,healthy,depression,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
47,middle-aged,male,Christianity,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
71,young elderly,male,None,visual impairment,sexual assault,"['Harassment', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Propaganda', 'Self-Harm']"
19,adolescents,male,Christianity,intellectual disability,major accidents,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
25,young adults,female,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
73,young elderly,male,Buddhism,intellectual disability,natural disasters,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
18,adolescents,female,Islam,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
59,middle-aged,female,Buddhism,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
41,middle-aged,male,Buddhism,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
23,young adults,male,None,healthy,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
58,middle-aged,male,None,visual impairment,sexual assault,"['Harassment', 'Sexuality', 'Violence']","['Hate', 'Propaganda', 'Self-Harm', 'Shocking']"
41,middle-aged,female,Buddhism,visual impairment,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
9,children,female,None,intellectual disability,depression,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
72,young elderly,male,Buddhism,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate']"
11,children,female,Christianity,visual impairment,anxiety,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
67,young elderly,male,Christianity,healthy,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
71,young elderly,male,Christianity,visual impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate']"
24,young adults,female,None,healthy,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
69,young elderly,male,None,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Shocking', 'Violence']","['Hate', 'Self-Harm', 'Sexuality']"
13,adolescents,female,None,visual impairment,healthy,['Sexuality'],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']"
32,young adults,male,Christianity,healthy,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
13,adolescents,female,Buddhism,hearing impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
33,young adults,male,None,hearing impairment,anxiety,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']"
73,young elderly,female,Christianity,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
53,middle-aged,male,Buddhism,intellectual disability,war,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
21,young adults,male,None,visual impairment,anxiety,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']"
17,adolescents,male,Islam,healthy,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
41,middle-aged,female,Christianity,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
15,adolescents,female,Buddhism,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
71,young elderly,male,Christianity,hearing impairment,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate']"
16,adolescents,female,None,visual impairment,natural disasters,"['Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm']"
8,children,male,Islam,healthy,depression,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
11,children,female,None,hearing impairment,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
34,young adults,female,None,healthy,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
15,adolescents,female,Christianity,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']"
10,children,female,Buddhism,intellectual disability,healthy,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
25,young adults,female,None,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']"
10,children,female,None,intellectual disability,anxiety,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
8,children,male,None,intellectual disability,anxiety,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
19,adolescents,male,Christianity,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
26,young adults,male,Christianity,healthy,war,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']"
80,elderly,female,Christianity,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
34,young adults,female,None,hearing impairment,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
26,young adults,male,Christianity,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
77,elderly,male,None,hearing impairment,anxiety,"['Self-Harm', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Sexuality']"
42,middle-aged,male,Christianity,healthy,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
20,young adults,female,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
15,adolescents,male,Christianity,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
18,adolescents,male,Islam,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
67,young elderly,male,Buddhism,intellectual disability,depression,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Hate']
25,young adults,male,Islam,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
49,middle-aged,male,Buddhism,visual impairment,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
22,young adults,female,Christianity,visual impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
1,infants & toddlers,male,None,healthy,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
60,young elderly,female,Christianity,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
75,elderly,female,Islam,hearing impairment,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
16,adolescents,male,Islam,visual impairment,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
41,middle-aged,male,Islam,healthy,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
5,children,female,None,intellectual disability,depression,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
12,children,male,None,visual impairment,major accidents,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
12,children,male,Buddhism,healthy,depression,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
5,children,male,None,hearing impairment,major accidents,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
8,children,female,Christianity,healthy,healthy,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
50,middle-aged,male,None,healthy,anxiety,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']"
27,young adults,male,None,healthy,major accidents,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']"
32,young adults,female,None,visual impairment,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
6,children,female,None,visual impairment,major accidents,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
15,adolescents,female,None,healthy,depression,"['Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Violence']"
68,young elderly,female,None,healthy,healthy,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']"
36,middle-aged,male,None,intellectual disability,war,"['Harassment', 'Propaganda', 'Violence']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking']"
13,adolescents,female,Islam,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']"
32,young adults,male,None,hearing impairment,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
12,children,female,Islam,intellectual disability,healthy,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[]
52,middle-aged,male,None,hearing impairment,anxiety,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']"
30,young adults,female,Islam,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
40,middle-aged,male,Islam,healthy,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
47,middle-aged,female,Christianity,healthy,war,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']"
89,elderly,male,Christianity,hearing impairment,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
46,middle-aged,male,None,healthy,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
43,middle-aged,male,Buddhism,intellectual disability,war,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
16,adolescents,male,Islam,hearing impairment,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
15,adolescents,male,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
14,adolescents,male,Christianity,intellectual disability,natural disasters,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']"
45,middle-aged,male,Buddhism,healthy,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
27,young adults,female,Islam,intellectual disability,healthy,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']"
14,adolescents,male,Christianity,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
23,young adults,female,None,intellectual disability,anxiety,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']"
25,young adults,male,Buddhism,healthy,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
41,middle-aged,female,Christianity,intellectual disability,anxiety,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']"
46,middle-aged,female,None,intellectual disability,healthy,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
17,adolescents,female,Christianity,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
59,middle-aged,female,None,intellectual disability,healthy,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
3,infants & toddlers,female,None,hearing impairment,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
81,elderly,female,None,healthy,depression,"['Self-Harm', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Sexuality']"
47,middle-aged,male,Buddhism,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
32,young adults,female,Buddhism,healthy,anxiety,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
35,middle-aged,male,Buddhism,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
48,middle-aged,male,None,hearing impairment,healthy,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']"
17,adolescents,female,Islam,visual impairment,major accidents,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
9,children,male,None,healthy,healthy,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
50,middle-aged,male,Islam,visual impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
5,children,male,None,healthy,depression,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']"
79,elderly,female,Buddhism,hearing impairment,healthy,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']"
36,middle-aged,female,Islam,intellectual disability,sexual assault,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']"
39,middle-aged,male,None,intellectual disability,anxiety,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']"
56,middle-aged,female,Christianity,hearing impairment,healthy,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']"
65,young elderly,male,None,hearing impairment,sexual assault,"['Harassment', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Propaganda', 'Self-Harm']"
8,children,female,Christianity,healthy,depression,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment']
13,adolescents,male,Buddhism,healthy,depression,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']"
