User_ID,Cluster_ID,tsne_x,tsne_y,pca_x,pca_y,Banned_Categories,Allowed_Categories,Age,Age_Group,Gender,Religion,Mental_Condition,Physical_Condition
0000491,3,-20.453138,18.806314,-3.211417,27.744917,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",18,adolescents,male,Islam,depression,intellectual disability
0000492,1,40.858006,-11.7805195,25.33646,-20.63285,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Hate'],67,young elderly,male,Buddhism,depression,intellectual disability
0000493,2,18.617367,32.390797,19.669138,22.90122,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",25,young adults,male,Islam,healthy,healthy
0000494,2,4.8664103,-8.262467,33.289154,-0.41382542,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",49,middle-aged,male,Buddhism,sexual assault,visual impairment
0000495,2,18.186699,4.6051755,15.895772,20.292625,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",22,young adults,female,Christianity,anxiety,visual impairment
0000496,4,-66.27121,-16.807325,-56.198395,-41.76048,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",1,infants & toddlers,male,None,healthy,healthy
0000497,1,28.590427,-12.608382,-0.37116978,-16.759335,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",60,young elderly,female,Christianity,healthy,intellectual disability
0000498,1,42.929153,-6.6324134,24.770988,-11.809773,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",75,elderly,female,Islam,healthy,hearing impairment
0000499,3,-19.63677,21.058973,-12.987592,31.1656,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",16,adolescents,male,Islam,anxiety,visual impairment
0000500,2,3.5530593,-0.81564337,31.618849,14.842022,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",41,middle-aged,male,Islam,sexual assault,healthy
0000501,4,-60.5316,-6.0366726,-54.878674,-21.372787,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],5,children,female,None,depression,intellectual disability
0000502,4,-68.49108,-10.422854,-51.65818,-22.329792,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",12,children,male,None,major accidents,visual impairment
0000503,4,-68.836914,4.407456,-37.87681,1.9359016,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],12,children,male,Buddhism,depression,healthy
0000504,4,-67.83588,-12.225428,-56.694725,-39.86637,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",5,children,male,None,major accidents,hearing impairment
0000505,4,-55.15727,2.1473892,-53.28971,0.88947093,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],8,children,female,Christianity,healthy,healthy
0000506,0,-3.7239146,-33.846897,10.824277,-28.345629,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",50,middle-aged,male,None,anxiety,healthy
0000507,0,-8.073137,-30.070667,13.055628,-13.347099,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",27,young adults,male,None,major accidents,healthy
0000508,0,-10.934409,-40.27079,11.642671,-6.709978,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",32,young adults,female,None,healthy,visual impairment
0000509,4,-61.058002,-12.725611,-57.157555,-27.136642,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",6,children,female,None,major accidents,visual impairment
0000510,3,-18.552618,-7.7293944,-25.23498,19.650887,"['Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Violence']",15,adolescents,female,None,depression,healthy
0000511,1,19.800926,-29.55742,13.283456,-29.701487,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",68,young elderly,female,None,healthy,healthy
0000512,0,-0.44239908,-32.64351,19.558023,-16.379274,"['Harassment', 'Propaganda', 'Violence']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking']",36,middle-aged,male,None,war,intellectual disability
0000513,3,-7.6505456,25.151943,-25.050243,44.345085,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,female,Islam,healthy,intellectual disability
0000514,0,-5.513187,-40.552162,9.898262,-18.524021,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",32,young adults,male,None,healthy,hearing impairment
0000515,4,-60.29216,5.0611625,-45.905956,22.711813,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],12,children,female,Islam,healthy,intellectual disability
0000516,0,-5.0019164,-33.74268,22.144108,-29.008863,"['Self-Harm', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Sexuality', 'Violence']",52,middle-aged,male,None,anxiety,hearing impairment
0000517,3,1.3041096,27.958288,-20.099987,22.414255,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",30,young adults,female,Islam,healthy,healthy
0000518,2,24.40313,38.122116,16.686884,-0.5346105,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",40,middle-aged,male,Islam,major accidents,healthy
0000519,2,21.930338,8.524774,30.912344,8.221994,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']",47,middle-aged,female,Christianity,war,healthy
0000520,1,33.723255,-9.816556,22.162258,-37.798145,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",89,elderly,male,Christianity,healthy,hearing impairment
0000521,0,-5.752885,-43.978012,17.141415,-22.398714,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",46,middle-aged,male,None,healthy,healthy
0000522,2,43.255615,11.51725,31.825321,-3.0709772,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",43,middle-aged,male,Buddhism,war,intellectual disability
0000523,3,-13.283045,3.0550382,-8.485527,33.453865,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",16,adolescents,male,Islam,sexual assault,hearing impairment
0000524,3,-30.40943,13.662189,-23.350916,21.460758,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",15,adolescents,male,Buddhism,healthy,healthy
0000525,3,-20.547377,11.107572,-22.183924,16.775064,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",14,adolescents,male,Christianity,natural disasters,intellectual disability
0000526,2,39.9875,18.806383,29.358065,-4.275209,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",45,middle-aged,male,Buddhism,healthy,healthy
0000527,2,5.583318,32.82748,20.28408,31.682926,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",27,young adults,female,Islam,healthy,intellectual disability
0000528,3,-26.973442,10.482877,-25.91968,19.805124,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,male,Christianity,healthy,hearing impairment
0000529,0,-4.497147,-22.916265,6.9620905,5.6559796,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']",23,young adults,female,None,anxiety,intellectual disability
0000530,2,36.249752,10.893618,23.087454,10.214626,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",25,young adults,male,Buddhism,depression,healthy
0000531,2,22.507404,3.960376,22.88135,7.341847,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",41,middle-aged,female,Christianity,anxiety,intellectual disability
0000532,0,3.1702838,-28.722525,15.41416,-9.367504,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",46,middle-aged,female,None,healthy,intellectual disability
0000533,3,-6.2339845,17.305283,-13.617986,32.60663,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",17,adolescents,female,Christianity,healthy,hearing impairment
0000534,0,4.0113497,-28.582468,16.056581,-14.82945,"['Harassment', 'Propaganda']","['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",59,middle-aged,female,None,healthy,intellectual disability
0000535,4,-64.707565,-16.198303,-63.16768,-37.575203,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",3,infants & toddlers,female,None,healthy,hearing impairment
0000536,1,17.014296,-26.64548,16.710716,-34.20618,"['Self-Harm', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Sexuality']",81,elderly,female,None,depression,healthy
0000537,2,40.969166,15.262482,31.839777,-9.903109,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",47,middle-aged,male,Buddhism,healthy,visual impairment
0000538,2,13.578014,1.2572086,24.11659,16.613695,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",32,young adults,female,Buddhism,anxiety,healthy
0000539,2,40.289154,15.315418,30.077448,-6.276598,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",35,middle-aged,male,Buddhism,healthy,visual impairment
0000540,0,-4.0125723,-41.51769,17.877155,-29.855852,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",48,middle-aged,male,None,healthy,hearing impairment
0000541,3,-7.395551,30.267021,-6.7473073,39.42025,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",17,adolescents,female,Islam,major accidents,visual impairment
0000542,4,-69.846176,-7.617681,-65.21435,-25.06182,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",9,children,male,None,healthy,healthy
0000543,2,23.240833,33.75648,19.742197,-0.84721226,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",50,middle-aged,male,Islam,healthy,visual impairment
0000544,4,-71.5171,-12.288387,-54.42482,-31.390411,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",5,children,male,None,depression,healthy
0000545,1,23.811583,-10.575898,25.232416,-23.529078,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",79,elderly,female,Buddhism,healthy,hearing impairment
0000546,2,2.844547,-2.842986,26.538347,23.009111,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",36,middle-aged,female,Islam,sexual assault,intellectual disability
0000547,0,-1.724384,-34.437283,16.622265,-18.992031,"['Harassment', 'Propaganda', 'Self-Harm', 'Shocking']","['Hate', 'Sexuality', 'Violence']",39,middle-aged,male,None,anxiety,intellectual disability
0000548,2,18.354294,10.733406,26.603882,-1.237602,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",56,middle-aged,female,Christianity,healthy,hearing impairment
0000549,1,4.6562905,-14.235615,20.143187,-29.609463,"['Harassment', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Propaganda', 'Self-Harm']",65,young elderly,male,None,sexual assault,hearing impairment
0000550,4,-56.250824,1.2496036,-44.170025,4.5869255,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],8,children,female,Christianity,depression,healthy
0000551,3,-21.143158,5.621625,-21.284016,20.222942,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",13,adolescents,male,Buddhism,depression,healthy
0000552,4,-64.05625,-7.277622,-63.60076,-33.898945,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],10,children,male,None,healthy,intellectual disability
0000553,1,39.12274,-13.704659,25.89397,-38.26632,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",89,elderly,male,Buddhism,major accidents,hearing impairment
0000554,0,-11.623881,-40.44194,5.703923,0.09145241,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",22,young adults,female,None,healthy,visual impairment
0000555,2,7.2031784,34.317966,26.052332,19.359077,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",46,middle-aged,female,Islam,healthy,intellectual disability
0000556,1,38.875935,-12.202512,21.409113,-29.22442,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Hate'],92,long-lived elderly,male,Buddhism,anxiety,intellectual disability
0000557,1,25.035387,-12.434722,22.62299,-29.924847,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",85,elderly,female,Christianity,natural disasters,hearing impairment
0000558,3,-30.50158,11.018826,-8.403829,20.820522,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",19,adolescents,male,Christianity,healthy,healthy
0000559,2,40.59251,16.43822,30.23048,-9.648314,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",49,middle-aged,male,Buddhism,healthy,hearing impairment
0000560,3,-27.778532,14.971339,-13.240429,19.676102,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",17,adolescents,male,Buddhism,healthy,intellectual disability
0000561,2,18.2509,10.517725,26.553757,2.8124726,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",47,middle-aged,female,Christianity,healthy,hearing impairment
0000562,2,10.10993,33.94856,28.306286,16.345613,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",57,middle-aged,female,Islam,healthy,healthy
0000563,4,-58.223156,1.1127099,-45.947105,-5.8735347,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],8,children,female,Christianity,natural disasters,hearing impairment
0000564,2,18.901339,40.981907,27.172264,12.416231,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",31,young adults,male,Islam,major accidents,visual impairment
0000565,3,-29.289032,10.680075,-26.047838,23.369913,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",15,adolescents,male,Christianity,healthy,healthy
0000566,2,21.496733,38.958344,31.221594,5.522129,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",46,middle-aged,male,Islam,depression,hearing impairment
0000567,3,-18.937855,-7.0616345,-30.057924,18.270653,"['Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Propaganda', 'Violence']",15,adolescents,female,None,anxiety,healthy
0000568,3,-28.183311,-0.3902272,-19.993307,4.0089016,['Sexuality'],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']",19,adolescents,male,None,healthy,healthy
0000569,4,-64.833206,-5.0979524,-62.78797,-19.267876,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],11,children,male,None,healthy,intellectual disability
0000570,1,7.8411126,-7.476597,28.393435,-3.7991195,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",65,young elderly,female,Buddhism,sexual assault,hearing impairment
0000571,3,-27.089464,11.05058,-25.627024,19.572594,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",14,adolescents,male,Christianity,healthy,hearing impairment
0000572,2,1.1344976,-4.955206,18.57045,24.82342,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",21,young adults,female,Christianity,sexual assault,hearing impairment
0000573,3,18.504608,21.174547,-12.457454,-0.5562422,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",20,young adults,male,Christianity,healthy,hearing impairment
0000574,4,-66.82368,-9.242246,-60.01023,-31.830753,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",8,children,male,None,healthy,visual impairment
0000575,3,-18.687733,-1.3164893,-41.46131,18.66139,['Sexuality'],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,female,None,healthy,healthy
0000576,1,18.500443,-28.786448,15.576502,-33.85176,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",67,young elderly,female,None,healthy,visual impairment
0000577,3,-24.769468,8.357827,-28.031158,20.628902,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",13,adolescents,male,Christianity,anxiety,healthy
0000578,2,26.50576,17.878841,19.644848,10.883591,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",24,young adults,male,Christianity,war,intellectual disability
0000579,3,-21.798677,13.48357,-3.1608505,16.456053,"['Propaganda', 'Sexuality', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Shocking']",18,adolescents,male,Christianity,war,hearing impairment
0000580,0,-5.371946,-45.148663,16.924564,-23.542425,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",48,middle-aged,male,None,healthy,healthy
0000581,1,39.54067,-0.4292904,22.410172,-8.973652,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Hate'],62,young elderly,male,Islam,anxiety,intellectual disability
0000582,2,23.090755,33.535313,18.94855,-1.0324423,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",50,middle-aged,male,Islam,healthy,visual impairment
0000583,2,21.925392,34.288517,31.264305,3.8852768,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",47,middle-aged,male,Islam,healthy,visual impairment
0000584,3,-26.219194,12.924859,-8.130079,15.532609,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",18,adolescents,male,Christianity,healthy,visual impairment
0000585,2,8.616489,38.58825,31.269634,10.55736,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",57,middle-aged,female,Islam,natural disasters,healthy
0000586,4,-54.14018,-1.6815722,-45.54911,6.3927007,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],11,children,female,Buddhism,healthy,visual impairment
0000587,1,29.326336,-10.627655,22.230225,-22.497337,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",76,elderly,female,Christianity,healthy,hearing impairment
0000588,2,39.895576,18.463285,29.889929,-4.816917,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",49,middle-aged,male,Buddhism,healthy,healthy
0000589,0,-3.218142,-21.953432,12.95221,-1.517233,"['Harassment', 'Propaganda', 'Shocking', 'Violence']","['Hate', 'Self-Harm', 'Sexuality']",31,young adults,female,None,natural disasters,intellectual disability
0000590,2,22.752516,5.824503,29.237408,-0.79708743,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",52,middle-aged,female,Christianity,major accidents,visual impairment
0000591,1,29.060337,-7.707592,22.75819,-8.27095,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",63,young elderly,female,Christianity,healthy,healthy
0000592,0,-9.138365,-29.780407,10.053414,-11.137838,"['Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality']",24,young adults,male,None,natural disasters,healthy
0000593,1,15.520479,-27.63448,17.474545,-32.57439,"['Self-Harm', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Sexuality']",68,young elderly,female,None,anxiety,visual impairment
0000594,1,5.587726,-13.875031,15.744616,-32.53086,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",78,elderly,male,None,sexual assault,intellectual disability
0000595,2,38.95004,15.696933,23.595146,-0.59986067,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",33,young adults,male,Buddhism,healthy,visual impairment
0000596,2,27.195896,21.697151,17.066532,7.623056,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",27,young adults,male,Christianity,healthy,intellectual disability
0000597,2,23.46549,19.52234,19.265625,13.116219,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",23,young adults,male,Christianity,depression,healthy
0000598,4,-64.22108,5.654696,-45.619667,10.226138,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],11,children,male,Islam,anxiety,healthy
0000599,1,35.062374,-6.089295,23.40677,-19.891272,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",64,young elderly,male,Christianity,healthy,healthy
0000600,3,-26.075071,-5.145141,-36.69412,2.0525506,"['Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Propaganda', 'Self-Harm']",13,adolescents,male,None,natural disasters,healthy
0000601,0,-4.1564994,-40.501186,19.310112,-27.92493,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",42,middle-aged,male,None,healthy,visual impairment
0000602,4,-70.45708,-9.722005,-59.83726,-24.961542,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",9,children,male,None,anxiety,healthy
0000603,0,0.4449234,-22.883589,16.886343,-2.1910677,"['Propaganda', 'Violence']","['Harassment', 'Hate', 'Self-Harm', 'Sexuality', 'Shocking']",34,young adults,female,None,war,visual impairment
0000604,3,-9.056091,16.331734,-30.15394,34.24295,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",13,adolescents,female,Christianity,healthy,healthy
0000605,3,-8.652282,12.313816,-11.469746,31.38081,"['Harassment', 'Propaganda', 'Sexuality']","['Hate', 'Self-Harm', 'Shocking', 'Violence']",17,adolescents,female,Buddhism,healthy,intellectual disability
0000606,4,-66.69864,-10.994442,-64.09668,-38.13869,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",6,children,male,None,healthy,hearing impairment
0000607,2,18.034397,3.4701068,19.551817,19.273975,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",24,young adults,female,Christianity,depression,hearing impairment
0000608,2,15.538646,11.411915,24.544624,10.726338,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",35,middle-aged,female,Christianity,healthy,healthy
0000609,3,-22.77295,7.9112043,-16.901815,20.423185,"['Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Harassment', 'Hate', 'Violence']",15,adolescents,male,Christianity,depression,visual impairment
0000610,3,-12.452748,-2.049407,-8.679284,5.007473,"['Harassment', 'Sexuality', 'Violence']","['Hate', 'Propaganda', 'Self-Harm', 'Shocking']",18,adolescents,male,None,sexual assault,hearing impairment
0000611,2,40.507065,9.96642,31.3487,-8.639659,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",36,middle-aged,male,Buddhism,natural disasters,hearing impairment
0000612,2,43.402176,11.316864,32.20268,-8.7125635,"['Harassment', 'Propaganda', 'Sexuality', 'Violence']","['Hate', 'Self-Harm', 'Shocking']",59,middle-aged,male,Buddhism,war,intellectual disability
0000613,4,-69.341095,2.397858,-46.46792,-4.7809324,"['Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",['Harassment'],12,children,male,Buddhism,healthy,visual impairment
0000614,2,32.91227,20.619656,28.042595,-10.678932,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",51,middle-aged,male,Christianity,healthy,hearing impairment
0000615,3,-21.363964,10.430602,-25.902273,15.320538,"['Harassment', 'Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Hate', 'Self-Harm']",13,adolescents,male,Christianity,major accidents,intellectual disability
0000616,0,-11.665981,-43.911953,4.1197042,4.65584,[],"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",23,young adults,female,None,healthy,healthy
0000617,0,4.7495484,-25.270449,6.347401,-17.294176,"['Harassment', 'Propaganda', 'Shocking', 'Violence']","['Hate', 'Self-Harm', 'Sexuality']",50,middle-aged,female,None,major accidents,intellectual disability
0000618,4,-57.123104,-10.670013,-48.793484,-2.245982,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",11,children,female,None,depression,healthy
0000619,4,-69.56557,-6.083969,-59.15953,-16.16674,"['Hate', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Propaganda']",12,children,male,None,healthy,healthy
0000620,4,-63.541447,-0.5625714,-56.132545,-10.96556,"['Harassment', 'Hate', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking', 'Violence']",[],8,children,male,Christianity,healthy,intellectual disability
0000621,3,-20.413692,8.7045555,-7.500616,17.387798,"['Harassment', 'Propaganda', 'Self-Harm', 'Sexuality', 'Shocking']","['Hate', 'Violence']",19,adolescents,male,Christianity,anxiety,intellectual disability
0000622,3,-29.40164,11.210048,-21.126984,24.044407,"['Propaganda', 'Sexuality']","['Harassment', 'Hate', 'Self-Harm', 'Shocking', 'Violence']",16,adolescents,male,Christianity,healthy,healthy
0000623,0,2.4882684,-15.637477,13.132028,-20.804667,"['Harassment', 'Sexuality', 'Violence']","['Hate', 'Propaganda', 'Self-Harm', 'Shocking']",50,middle-aged,male,None,sexual assault,visual impairment
0000624,2,17.109568,39.87956,24.01456,18.374016,"['Propaganda', 'Sexuality', 'Shocking', 'Violence']","['Harassment', 'Hate', 'Self-Harm']",26,young adults,male,Islam,natural disasters,healthy
